Year,Location,Experiment,Genotype,Species,PlantID-ReplicateNumber,Plot,Replicate,Test_Type,Tester_Name,Planting_Date,Testing_Date,DAP,force_N,raw_data_file,Additional_Notes,line_raw_slope_N.m
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,565-6,565,6,A,JR,5/20/21,9/14/21,117,50.23,565-6_09_14_2021_13_46_43.xls,NA,4336.00897
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,565-6,565,6,B,JR,5/20/21,9/14/21,117,41.79,565-6_09_14_2021_13_46_58.xls,NA,5157.3393
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,565-7,565,7,A,JR,5/20/21,9/14/21,117,53.17,565-7_09_14_2021_13_45_09.xls,NA,5782.67355
2021,Newark,Lodging Hybrids,LH82 x DK3IIH6,Maize,565-7,565,7,B,JR,5/20/21,9/14/21,117,39.24,565-7_09_14_2021_13_45_25.xls,NA,7025.20558
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,566-2,566,2,A,JR,5/20/21,9/14/21,117,69.55,566-2_09_14_2021_13_49_34.xls,NA,6608.99181
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,566-2,566,2,B,JR,5/20/21,9/14/21,117,52.97,566-2_09_14_2021_13_49_52.xls,NA,7780.41343
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,566-3,566,3,A,JR,5/20/21,9/14/21,117,84.76,566-3_09_14_2021_13_50_47.xls,NA,6413.87889
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,566-3,566,3,B,JR,5/20/21,9/14/21,117,71.51,566-3_09_14_2021_13_51_02.xls,NA,7428.04638
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,566-5,566,5,A,JR,5/20/21,9/14/21,117,53.66,566-5_09_14_2021_13_52_02.xls,NA,6447.29046
2021,Newark,Lodging Hybrids,PHK76 x PHP02,Maize,566-5,566,5,B,JR,5/20/21,9/14/21,117,44.44,566-5_09_14_2021_13_52_17.xls,NA,7086.48968
2021,Newark,Time_of_Day,W22,Maize,795-1,795,1,A,JR,6/14/21,8/13/21,60,1.47,795-1_08_13_2021_08_56_15.xls,9:00 AM,123.694779
2021,Newark,Time_of_Day,W22,Maize,795-1,795,1,A,JR,6/14/21,8/13/21,60,3.24,795-1_08_13_2021_16_02_32.xls,4:00 PM,77.64217
2021,Newark,Time_of_Day,W22,Maize,795-1,795,1,A,JR,6/14/21,8/13/21,60,3.43,795_1_08_13_2021_11_59_09.xls,12:00 PM,81.24794
2021,Newark,Time_of_Day,W22,Maize,795-10,795,10,A,JR,6/14/21,8/13/21,60,5.69,795-10_08_13_2021_09_04_51.xls,9:00 AM,874.761383
2021,Newark,Time_of_Day,W22,Maize,795-10,795,10,A,JR,6/14/21,8/13/21,60,7.36,795-10_08_13_2021_16_10_58.xls,4:00 PM,526.182653
2021,Newark,Time_of_Day,W22,Maize,795-10,795,10,A,JR,6/14/21,8/13/21,60,10.1,795_10_08_13_2021_12_08_31.xls,12:00 PM,679.013891
2021,Newark,Time_of_Day,W22,Maize,795-11,795,11,A,JR,6/14/21,8/13/21,60,7.06,795-11_08_13_2021_09_05_50.xls,9:00 AM,674.56666
2021,Newark,Time_of_Day,W22,Maize,795-11,795,11,A,JR,6/14/21,8/13/21,60,7.85,795-11_08_13_2021_16_11_58.xls,4:00 PM,814.492602
2021,Newark,Time_of_Day,W22,Maize,795-11,795,11,A,JR,6/14/21,8/13/21,60,9.91,795_11_08_13_2021_12_09_52.xls,12:00 PM,668.968515
2021,Newark,Time_of_Day,W22,Maize,795-12,795,12,A,JR,6/14/21,8/13/21,60,6.38,795-12_08_13_2021_09_07_02.xls,9:00 AM,1085.05885
2021,Newark,Time_of_Day,W22,Maize,795-12,795,12,A,JR,6/14/21,8/13/21,60,7.16,795-12_08_13_2021_16_12_50.xls,4:00 PM,245.320677
2021,Newark,Time_of_Day,W22,Maize,795-12,795,12,A,JR,6/14/21,8/13/21,60,9.71,795_12_08_13_2021_12_11_06.xls,12:00 PM,984.61378
2021,Newark,Time_of_Day,W22,Maize,795-13,795,13,A,JR,6/14/21,8/13/21,60,12.36,795-13_08_13_2021_09_07_58.xls,9:00 AM,1327.118
2021,Newark,Time_of_Day,W22,Maize,795-13,795,13,A,JR,6/14/21,8/13/21,60,17.56,795-13_08_13_2021_16_13_58.xls,4:00 PM,489.48348
2021,Newark,Time_of_Day,W22,Maize,795-13,795,13,A,JR,6/14/21,8/13/21,60,12.46,795_13_08_13_2021_12_12_18.xls,12:00 PM,1514.50651
2021,Newark,Time_of_Day,W22,Maize,795-14,795,14,A,JR,6/14/21,8/13/21,60,11.58,795-14_08_13_2021_09_09_01.xls,9:00 AM,1197.01142
2021,Newark,Time_of_Day,W22,Maize,795-14,795,14,A,JR,6/14/21,8/13/21,60,9.42,795-14_08_13_2021_16_14_56.xls,4:00 PM,739.5139
2021,Newark,Time_of_Day,W22,Maize,795-14,795,14,A,JR,6/14/21,8/13/21,60,13.05,795_14_08_13_2021_12_13_26.xls,12:00 PM,706.7908
2021,Newark,Time_of_Day,W22,Maize,795-15,795,15,A,JR,6/14/21,8/13/21,60,7.46,795-15_08_13_2021_09_10_02.xls,9:00 AM,583.424608
2021,Newark,Time_of_Day,W22,Maize,795-15,795,15,A,JR,6/14/21,8/13/21,60,6.77,795-15_08_13_2021_16_15_55.xls,4:00 PM,376.7642
2021,Newark,Time_of_Day,W22,Maize,795-15,795,15,A,JR,6/14/21,8/13/21,60,9.03,795_15_08_13_2021_12_14_39.xls,12:00 PM,910.554773
2021,Newark,Time_of_Day,W22,Maize,795-16,795,16,A,JR,6/14/21,8/13/21,60,2.75,795-16_08_13_2021_09_11_33.xls,9:00 AM,429.572837
2021,Newark,Time_of_Day,W22,Maize,795-16,795,16,A,JR,6/14/21,8/13/21,60,3.73,795-16_08_13_2021_16_16_55.xls,4:00 PM,204.725395
2021,Newark,Time_of_Day,W22,Maize,795-16,795,16,A,JR,6/14/21,8/13/21,60,3.63,795_16_08_13_2021_12_16_14.xls,12:00 PM,760.387
2021,Newark,Time_of_Day,W22,Maize,795-2,795,2,A,JR,6/14/21,8/13/21,60,13.93,795-2_08_13_2021_08_57_17.xls,9:00 AM,1301.14571
2021,Newark,Time_of_Day,W22,Maize,795-2,795,2,A,JR,6/14/21,8/13/21,60,13.54,795-2_08_13_2021_16_03_35.xls,4:00 PM,995.643179
2021,Newark,Time_of_Day,W22,Maize,795-2,795,2,A,JR,6/14/21,8/13/21,60,14.72,795_2_08_13_2021_12_00_16.xls,12:00 PM,904.927068
2021,Newark,Time_of_Day,W22,Maize,795-3,795,3,A,JR,6/14/21,8/13/21,60,7.55,795-3_08_13_2021_08_58_20.xls,9:00 AM,686.945183
2021,Newark,Time_of_Day,W22,Maize,795-3,795,3,A,JR,6/14/21,8/13/21,60,8.14,795-3_08_13_2021_16_04_33.xls,4:00 PM,456.937708
2021,Newark,Time_of_Day,W22,Maize,795-3,795,3,A,JR,6/14/21,8/13/21,60,8.83,795_3_08_13_2021_12_01_22.xls,12:00 PM,614.205741
2021,Newark,Time_of_Day,W22,Maize,795-4,795,4,A,JR,6/14/21,8/13/21,60,7.06,795-4_08_13_2021_08_59_23.xls,9:00 AM,516.719693
2021,Newark,Time_of_Day,W22,Maize,795-4,795,4,A,JR,6/14/21,8/13/21,60,6.08,795-4_08_13_2021_16_05_36.xls,4:00 PM,432.594447
2021,Newark,Time_of_Day,W22,Maize,795-4,795,4,A,JR,6/14/21,8/13/21,60,6.67,795_4_08_13_2021_12_02_22.xls,12:00 PM,421.94579
2021,Newark,Time_of_Day,W22,Maize,795-5,795,5,A,JR,6/14/21,8/13/21,60,6.47,795-5_08_13_2021_09_00_27.xls,9:00 AM,653.33542
2021,Newark,Time_of_Day,W22,Maize,795-5,795,5,A,JR,6/14/21,8/13/21,60,4.9,795-5_08_13_2021_16_06_53.xls,4:00 PM,732.406683
2021,Newark,Time_of_Day,W22,Maize,795-5,795,5,A,JR,6/14/21,8/13/21,60,4.32,795_5_08_13_2021_12_03_32.xls,12:00 PM,945.558859
2021,Newark,Time_of_Day,W22,Maize,795-6,795,6,A,JR,6/14/21,8/13/21,60,15.21,795-6_08_13_2021_09_01_35.xls,9:00 AM,1700.92317
2021,Newark,Time_of_Day,W22,Maize,795-6,795,6,A,JR,6/14/21,8/13/21,60,15.7,795-6_08_13_2021_16_07_51.xls,4:00 PM,1582.19545
2021,Newark,Time_of_Day,W22,Maize,795-6,795,6,A,JR,6/14/21,8/13/21,60,15.4,795_6_08_13_2021_12_04_55.xls,12:00 PM,1938.91931
2021,Newark,Time_of_Day,W22,Maize,795-7,795,7,A,JR,6/14/21,8/13/21,60,16.38,795-7_08_13_2021_09_02_35.xls,9:00 AM,950.21471
2021,Newark,Time_of_Day,W22,Maize,795-7,795,7,A,JR,6/14/21,8/13/21,60,9.42,795-7_08_13_2021_16_08_50.xls,4:00 PM,761.125889
2021,Newark,Time_of_Day,W22,Maize,795-7,795,7,A,JR,6/14/21,8/13/21,60,13.64,795_7_08_13_2021_12_06_05.xls,12:00 PM,1303.80744
2021,Newark,Time_of_Day,W22,Maize,795-9,795,9,A,JR,6/14/21,8/13/21,60,10.3,795-9_08_13_2021_09_03_35.xls,9:00 AM,696.940142
2021,Newark,Time_of_Day,W22,Maize,795-9,795,9,A,JR,6/14/21,8/13/21,60,9.12,795-9_08_13_2021_16_09_59.xls,4:00 PM,662.615831
2021,Newark,Time_of_Day,W22,Maize,795-9,795,9,A,JR,6/14/21,8/13/21,60,6.57,795_9_08_13_2021_12_07_18.xls,12:00 PM,1298.13627
2021,Newark,Time_of_Day,B73,Maize,848-1,848,1,A,JR,6/14/21,8/13/21,60,18.05,848-1_08_13_2021_09_13_10.xls,9:00 AM,2137.38243
2021,Newark,Time_of_Day,B73,Maize,848-1,848,1,A,JR,6/14/21,8/13/21,60,16.19,848-1_08_13_2021_16_18_12.xls,4:00 PM,2307.79742
2021,Newark,Time_of_Day,B73,Maize,848-1,848,1,A,JR,6/14/21,8/13/21,60,16.38,848_1_08_13_2021_12_18_19.xls,12:00 PM,1913.57117
2021,Newark,Time_of_Day,B73,Maize,848-10,848,10,A,JR,6/14/21,8/13/21,60,15.21,848-10_08_13_2021_09_22_24.xls,9:00 AM,2030.75506
2021,Newark,Time_of_Day,B73,Maize,848-10,848,10,A,JR,6/14/21,8/13/21,60,17.07,848-10_08_13_2021_16_27_00.xls,4:00 PM,1996.71761
2021,Newark,Time_of_Day,B73,Maize,848-10,848,10,A,JR,6/14/21,8/13/21,60,16.87,848_10_08_13_2021_12_33_26.xls,12:00 PM,1941.23681
2021,Newark,Time_of_Day,B73,Maize,848-11,848,11,A,JR,6/14/21,8/13/21,60,21.88,848-11_08_13_2021_09_23_17.xls,9:00 AM,3030.97933
2021,Newark,Time_of_Day,B73,Maize,848-11,848,11,A,JR,6/14/21,8/13/21,60,27.76,848-11_08_13_2021_16_27_58.xls,4:00 PM,3157.32367
2021,Newark,Time_of_Day,B73,Maize,848-11,848,11,A,JR,6/14/21,8/13/21,60,24.62,848_11_08_13_2021_12_34_44.xls,12:00 PM,3080.68464
2021,Newark,Time_of_Day,B73,Maize,848-12,848,12,A,JR,6/14/21,8/13/21,60,14.81,848-12_08_13_2021_09_24_15.xls,9:00 AM,1542.23996
2021,Newark,Time_of_Day,B73,Maize,848-12,848,12,A,JR,6/14/21,8/13/21,60,16.19,848-12_08_13_2021_16_28_43.xls,4:00 PM,1795.26244
2021,Newark,Time_of_Day,B73,Maize,848-12,848,12,A,JR,6/14/21,8/13/21,60,22.56,848_12_08_13_2021_12_35_54.xls,12:00 PM,1122.05706
2021,Newark,Time_of_Day,B73,Maize,848-2,848,2,A,JR,6/14/21,8/13/21,60,12.26,848-2_08_13_2021_09_14_02.xls,9:00 AM,1239.04623
2021,Newark,Time_of_Day,B73,Maize,848-2,848,2,A,JR,6/14/21,8/13/21,60,13.15,848-2_08_13_2021_16_19_04.xls,4:00 PM,1214.21791
2021,Newark,Time_of_Day,B73,Maize,848-2,848,2,A,JR,6/14/21,8/13/21,60,14.13,848_2_08_13_2021_12_19_21.xls,12:00 PM,1836.49751
2021,Newark,Time_of_Day,B73,Maize,848-3,848,3,A,JR,6/14/21,8/13/21,60,17.56,848-3_08_13_2021_09_14_55.xls,9:00 AM,2221.75803
2021,Newark,Time_of_Day,B73,Maize,848-3,848,3,A,JR,6/14/21,8/13/21,60,18.64,848-3_08_13_2021_16_20_02.xls,4:00 PM,2028.24284
2021,Newark,Time_of_Day,B73,Maize,848-3,848,3,A,JR,6/14/21,8/13/21,60,19.52,848_3_08_13_2021_12_20_44.xls,12:00 PM,1842.50422
2021,Newark,Time_of_Day,B73,Maize,848-4,848,4,A,JR,6/14/21,8/13/21,60,16.28,848-4_08_13_2021_09_16_10.xls,9:00 AM,2076.49472
2021,Newark,Time_of_Day,B73,Maize,848-4,848,4,A,JR,6/14/21,8/13/21,60,15.3,848-4_08_13_2021_16_20_59.xls,4:00 PM,2002.45136
2021,Newark,Time_of_Day,B73,Maize,848-4,848,4,A,JR,6/14/21,8/13/21,60,14.91,848_4_08_13_2021_12_26_06.xls,12:00 PM,2009.19522
2021,Newark,Time_of_Day,B73,Maize,848-5,848,5,A,JR,6/14/21,8/13/21,60,19.33,848-5_08_13_2021_09_17_07.xls,9:00 AM,1718.41652
2021,Newark,Time_of_Day,B73,Maize,848-5,848,5,A,JR,6/14/21,8/13/21,60,21.19,848-5_08_13_2021_16_22_02.xls,4:00 PM,2027.80125
2021,Newark,Time_of_Day,B73,Maize,848-5,848,5,A,JR,6/14/21,8/13/21,60,20.7,848_5_08_13_2021_12_27_05.xls,12:00 PM,1719.74478
2021,Newark,Time_of_Day,B73,Maize,848-6,848,6,A,JR,6/14/21,8/13/21,60,24.92,848-6_08_13_2021_09_18_10.xls,9:00 AM,2723.28622
2021,Newark,Time_of_Day,B73,Maize,848-6,848,6,A,JR,6/14/21,8/13/21,60,24.92,848-6_08_13_2021_16_22_56.xls,4:00 PM,3732.43276
2021,Newark,Time_of_Day,B73,Maize,848-6,848,6,A,JR,6/14/21,8/13/21,60,26.39,848_6_08_13_2021_12_28_10.xls,12:00 PM,3329.22165
2021,Newark,Time_of_Day,B73,Maize,848-7,848,7,A,JR,6/14/21,8/13/21,60,24.92,848-7_08_13_2021_09_19_24.xls,9:00 AM,2715.40534
2021,Newark,Time_of_Day,B73,Maize,848-7,848,7,A,JR,6/14/21,8/13/21,60,24.62,848-7_08_13_2021_16_23_55.xls,4:00 PM,2902.08279
2021,Newark,Time_of_Day,B73,Maize,848-7,848,7,A,JR,6/14/21,8/13/21,60,22.46,848_7_08_13_2021_12_29_29.xls,12:00 PM,2778.16548
2021,Newark,Time_of_Day,B73,Maize,848-8,848,8,A,JR,6/14/21,8/13/21,60,17.36,848-8_08_13_2021_09_20_24.xls,9:00 AM,2063.65723
2021,Newark,Time_of_Day,B73,Maize,848-8,848,8,A,JR,6/14/21,8/13/21,60,16.78,848-8_08_13_2021_16_25_01.xls,4:00 PM,1959.50034
2021,Newark,Time_of_Day,B73,Maize,848-8,848,8,A,JR,6/14/21,8/13/21,60,17.66,848_8_08_13_2021_12_30_48.xls,12:00 PM,1926.88155
2021,Newark,Time_of_Day,B73,Maize,848-9,848,9,A,JR,6/14/21,8/13/21,60,23.15,848-9_08_13_2021_09_21_26.xls,9:00 AM,2325.4229
2021,Newark,Time_of_Day,B73,Maize,848-9,848,9,A,JR,6/14/21,8/13/21,60,20.99,848-9_08_13_2021_16_25_55.xls,4:00 PM,2690.45533
2021,Newark,Time_of_Day,B73,Maize,848-9,848,9,A,JR,6/14/21,8/13/21,60,16.87,848_9_08_13_2021_12_32_05.xls,12:00 PM,2278.42104
2021,Newark,Time_of_Day,CML258,Maize,908-1,908,1,A,JR,5/20/21,8/13/21,85,62.78,908-1_08_13_2021_09_25_26.xls,9:00 AM,4589.90421
2021,Newark,Time_of_Day,CML258,Maize,908-1,908,1,A,JR,5/20/21,8/13/21,85,38.55,908-1_08_13_2021_16_29_51.xls,4:00 PM,3863.07481
2021,Newark,Time_of_Day,CML258,Maize,908-1,908,1,A,JR,5/20/21,8/13/21,85,42.28,908_1_08_13_2021_12_37_39.xls,12:00 PM,6008.63541
2021,Newark,Time_of_Day,CML258,Maize,908-10,908,10,A,JR,5/20/21,8/13/21,85,40.22,908-10_08_13_2021_09_34_33.xls,9:00 AM,3718.74859
2021,Newark,Time_of_Day,CML258,Maize,908-10,908,10,A,JR,5/20/21,8/13/21,85,35.32,908-10_08_13_2021_16_38_21.xls,4:00 PM,3468.85725
2021,Newark,Time_of_Day,CML258,Maize,908-10,908,10,A,JR,5/20/21,8/13/21,85,37.87,908_10_08_13_2021_12_47_51.xls,12:00 PM,4094.96166
2021,Newark,Time_of_Day,CML258,Maize,908-11,908,11,A,JR,5/20/21,8/13/21,85,10.79,908-11_08_13_2021_09_35_35.xls,9:00 AM,1099.17245
2021,Newark,Time_of_Day,CML258,Maize,908-11,908,11,A,JR,5/20/21,8/13/21,85,7.95,908-11_08_13_2021_16_39_17.xls,4:00 PM,1273.63306
2021,Newark,Time_of_Day,CML258,Maize,908-11,908,11,A,JR,5/20/21,8/13/21,85,9.81,908_11_08_13_2021_12_48_52.xls,12:00 PM,813.844121
2021,Newark,Time_of_Day,CML258,Maize,908-12,908,12,A,JR,5/20/21,8/13/21,85,48.76,908-12_08_13_2021_09_36_32.xls,9:00 AM,4857.06984
2021,Newark,Time_of_Day,CML258,Maize,908-12,908,12,A,JR,5/20/21,8/13/21,85,47.58,908-12_08_13_2021_16_40_03.xls,4:00 PM,5163.68504
2021,Newark,Time_of_Day,CML258,Maize,908-12,908,12,A,JR,5/20/21,8/13/21,85,42.08,908_12_08_13_2021_12_49_53.xls,12:00 PM,5173.99642
2021,Newark,Time_of_Day,CML258,Maize,908-13,908,13,A,JR,5/20/21,8/13/21,85,44.24,908-13_08_13_2021_09_37_43.xls,9:00 AM,4934.27215
2021,Newark,Time_of_Day,CML258,Maize,908-13,908,13,A,JR,5/20/21,8/13/21,85,48.56,908-13_08_13_2021_16_40_53.xls,4:00 PM,3956.31183
2021,Newark,Time_of_Day,CML258,Maize,908-13,908,13,A,JR,5/20/21,8/13/21,85,24.52,908_13_08_13_2021_12_51_29.xls,12:00 PM,5736.35321
2021,Newark,Time_of_Day,CML258,Maize,908-14,908,14,A,JR,5/20/21,8/13/21,85,34.63,908-14_08_13_2021_09_38_42.xls,9:00 AM,2950.46854
2021,Newark,Time_of_Day,CML258,Maize,908-14,908,14,A,JR,5/20/21,8/13/21,85,26.29,908-14_08_13_2021_16_41_45.xls,4:00 PM,3881.1471
2021,Newark,Time_of_Day,CML258,Maize,908-14,908,14,A,JR,5/20/21,8/13/21,85,28.74,908_14_08_13_2021_12_52_35.xls,12:00 PM,3779.13733
2021,Newark,Time_of_Day,CML258,Maize,908-2,908,2,A,JR,5/20/21,8/13/21,85,64.94,908-2_08_13_2021_09_26_26.xls,9:00 AM,5269.9265
2021,Newark,Time_of_Day,CML258,Maize,908-2,908,2,A,JR,5/20/21,8/13/21,85,59.74,908-2_08_13_2021_16_30_47.xls,4:00 PM,7701.74029
2021,Newark,Time_of_Day,CML258,Maize,908-2,908,2,A,JR,5/20/21,8/13/21,85,65.53,908_2_08_13_2021_12_38_52.xls,12:00 PM,7340.88736
2021,Newark,Time_of_Day,CML258,Maize,908-3,908,3,A,JR,5/20/21,8/13/21,85,40.81,908-3_08_13_2021_09_27_33.xls,9:00 AM,3748.63784
2021,Newark,Time_of_Day,CML258,Maize,908-3,908,3,A,JR,5/20/21,8/13/21,85,39.53,908-3_08_13_2021_16_31_43.xls,4:00 PM,4200.26948
2021,Newark,Time_of_Day,CML258,Maize,908-3,908,3,A,JR,5/20/21,8/13/21,85,52.09,908_3_08_13_2021_12_39_54.xls,12:00 PM,3816.30244
2021,Newark,Time_of_Day,CML258,Maize,908-4,908,4,A,JR,5/20/21,8/13/21,85,20.4,908-4_08_13_2021_09_28_25.xls,9:00 AM,1980.01704
2021,Newark,Time_of_Day,CML258,Maize,908-4,908,4,A,JR,5/20/21,8/13/21,85,19.13,908-4_08_13_2021_16_32_43.xls,4:00 PM,1996.77498
2021,Newark,Time_of_Day,CML258,Maize,908-4,908,4,A,JR,5/20/21,8/13/21,85,15.79,908_4_08_13_2021_12_41_04.xls,12:00 PM,2272.01447
2021,Newark,Time_of_Day,CML258,Maize,908-5,908,5,A,JR,5/20/21,8/13/21,85,40.32,908-5_08_13_2021_09_29_28.xls,9:00 AM,4531.17752
2021,Newark,Time_of_Day,CML258,Maize,908-5,908,5,A,JR,5/20/21,8/13/21,85,34.14,908-5_08_13_2021_16_33_37.xls,4:00 PM,4537.77013
2021,Newark,Time_of_Day,CML258,Maize,908-5,908,5,A,JR,5/20/21,8/13/21,85,39.63,908_5_08_13_2021_12_42_09.xls,12:00 PM,4628.08289
2021,Newark,Time_of_Day,CML258,Maize,908-6,908,6,A,JR,5/20/21,8/13/21,85,10.2,908-6_08_13_2021_09_30_24.xls,9:00 AM,1206.30922
2021,Newark,Time_of_Day,CML258,Maize,908-6,908,6,A,JR,5/20/21,8/13/21,85,9.32,908-6_08_13_2021_16_34_23.xls,4:00 PM,1106.07278
2021,Newark,Time_of_Day,CML258,Maize,908-6,908,6,A,JR,5/20/21,8/13/21,85,9.91,908_6_08_13_2021_12_43_09.xls,12:00 PM,1103.1833
2021,Newark,Time_of_Day,CML258,Maize,908-7,908,7,A,JR,5/20/21,8/13/21,85,55.52,908-7_08_13_2021_09_31_19.xls,9:00 AM,6102.18884
2021,Newark,Time_of_Day,CML258,Maize,908-7,908,7,A,JR,5/20/21,8/13/21,85,55.62,908-7_08_13_2021_16_35_15.xls,4:00 PM,6793.07012
2021,Newark,Time_of_Day,CML258,Maize,908-7,908,7,A,JR,5/20/21,8/13/21,85,62.29,908_7_08_13_2021_12_45_02.xls,12:00 PM,5533.2899
2021,Newark,Time_of_Day,CML258,Maize,908-8,908,8,A,JR,5/20/21,8/13/21,85,18.44,908-8_08_13_2021_09_32_11.xls,9:00 AM,1891.44457
2021,Newark,Time_of_Day,CML258,Maize,908-8,908,8,A,JR,5/20/21,8/13/21,85,20.7,908-8_08_13_2021_16_36_14.xls,4:00 PM,2334.75895
2021,Newark,Time_of_Day,CML258,Maize,908-8,908,8,A,JR,5/20/21,8/13/21,85,17.76,908_8_08_13_2021_12_46_00.xls,12:00 PM,1991.58713
2021,Newark,Time_of_Day,CML258,Maize,908-9,908,9,A,JR,5/20/21,8/13/21,85,16.58,908-9_08_13_2021_09_33_25.xls,9:00 AM,2160.94508
2021,Newark,Time_of_Day,CML258,Maize,908-9,908,9,A,JR,5/20/21,8/13/21,85,17.17,908-9_08_13_2021_16_37_14.xls,4:00 PM,2504.03867
2021,Newark,Time_of_Day,CML258,Maize,908-9,908,9,A,JR,5/20/21,8/13/21,85,16.68,908_9_08_13_2021_12_46_51.xls,12:00 PM,2305.02443
2022,Newark,Density Study,LH82 x DK3IIH6,Maize,100-7,100,7,A,Jr,5/23/22,9/15/22,115,47.4804,100_7_09_15_2022_13_34_52.xlsx,NA,3285.272
2022,Newark,Density Study,LH82 x DK3IIH6,Maize,100-8,100,8,A,Jr,5/23/22,9/15/22,115,27.1737,100_8_09_15_2022_13_33_26.xlsx,NA,2568.3874
2022,Newark,Density Study,LH82 x PHP02,Maize,103-3,103,3,A,Jr,5/23/22,9/15/22,115,48.5595,103_3_09_15_2022_13_21_09.xlsx,NA,5417.06044
2022,Newark,Density Study,LH82 x PHP02,Maize,103-4,103,4,A,Jr,5/23/22,9/15/22,115,48.3633,103_4_09_15_2022_13_25_15.xlsx,NA,4745.99176
2022,Newark,Density Study,LH82 x DK3IIH6,Maize,104-3,104,3,A,Jr,5/23/22,9/15/22,115,44.6355,104_3_09_15_2022_13_31_03.xlsx,NA,4896.91484
2022,Newark,Density Study,LH82 x DK3IIH6,Maize,104-4,104,4,A,Jr,5/23/22,9/15/22,115,47.5785,104_4_09_15_2022_13_28_33.xlsx,NA,5775.50275
2022,Newark,Density Study,LH82 x PHP02,Maize,107-5,107,5,A,Jr,5/23/22,9/15/22,115,49.8348,107_5_09_15_2022_15_20_21.xlsx,NA,3791.94231
2022,Newark,Density Study,LH82 x PHP02,Maize,107-6,107,6,A,Jr,5/23/22,9/15/22,115,56.4075,107_6_09_15_2022_15_21_32.xlsx,NA,4616.62912
2022,Newark,Density Study,LH82 x DK3IIH6,Maize,108-5,108,5,A,Jr,5/23/22,9/15/22,115,39.3381,108_5_09_15_2022_15_22_49.xlsx,NA,3390.37912
2022,Newark,Density Study,LH82 x DK3IIH6,Maize,108-6,108,6,A,Jr,5/23/22,9/15/22,115,45.4203,108_6_09_15_2022_15_24_28.xlsx,NA,4274.35714
2022,Newark,Density Study,LH82 x PHP02,Maize,111-6,111,6,A,Jr,5/23/22,9/15/22,115,34.7274,111_6_09_15_2022_15_30_04.xlsx,NA,3034.63187
2022,Newark,Density Study,LH82 x PHP02,Maize,111-7,111,7,A,Jr,5/23/22,9/15/22,115,27.2718,111_7_09_15_2022_15_31_13.xlsx,NA,3800.02747
2022,Newark,Density Study,LH82 x DK3IIH6,Maize,112-11,112,11,A,Jr,5/23/22,9/15/22,115,20.2086,112_11_09_15_2022_15_26_31.xlsx,NA,2390.51374
2022,Newark,Density Study,LH82 x DK3IIH6,Maize,112-12,112,12,A,Jr,5/23/22,9/15/22,115,39.0438,112_12_09_15_2022_15_28_00.xlsx,NA,3242.1511
2022,Newark,Density Study,LH82 x PHP02,Maize,115-11,115,11,A,Jr,5/23/22,9/15/22,115,32.1768,115_11_09_15_2022_13_16_36.xlsx,NA,3058.88736
2022,Newark,Density Study,LH82 x PHP02,Maize,115-9,115,9,A,Jr,5/23/22,9/15/22,115,23.3478,115_9_09_15_2022_13_14_32.xlsx,NA,2234.20055
2022,Newark,Density Study,LH82 x DK3IIH6,Maize,116-10,116,10,A,Jr,5/23/22,9/15/22,115,20.8953,116_10_09_15_2022_13_12_54.xlsx,NA,2495.62088
2022,Newark,Density Study,LH82 x DK3IIH6,Maize,116-9,116,9,A,Jr,5/23/22,9/15/22,115,19.7181,116_9_09_15_2022_13_11_24.xlsx,NA,2961.86538
2022,Newark,Density Study,LH82 x PHP02,Maize,55-5,55,5,A,Jr,5/23/22,9/15/22,115,36.1008,55_5_09_15_2022_14_25_27.xlsx,NA,3061.5824
2022,Newark,Density Study,LH82 x PHP02,Maize,55-6,55,6,A,Jr,5/23/22,9/15/22,115,29.8224,55_6_09_15_2022_14_27_03.xlsx,NA,3452.36539
2022,Newark,Density Study,LH82 x DK3IIH6,Maize,56-5,56,5,A,Jr,5/23/22,9/15/22,115,23.4459,56_5_09_15_2022_14_28_34.xlsx,NA,2565.69231
2022,Newark,Density Study,LH82 x DK3IIH6,Maize,56-6,56,6,A,Jr,5/23/22,9/15/22,115,35.2179,56_6_09_15_2022_14_30_03.xlsx,NA,2641.15385
2022,Newark,Density Study,LH82 x PHP02,Maize,59-6,59,6,A,Jr,5/23/22,9/15/22,115,25.3098,59_6_09_15_2022_14_37_27.xlsx,NA,3514.35165
2022,Newark,Density Study,LH82 x PHP02,Maize,59-8,59,8,A,Jr,5/23/22,9/15/22,115,34.6293,59_8_09_15_2022_14_39_26.xlsx,NA,3703.00549
2022,Newark,Density Study,LH82 x DK3IIH6,Maize,60-4,60,4,A,Jr,5/23/22,9/15/22,115,49.05,60_4_09_15_2022_14_41_14.xlsx,NA,4700.17582
2022,Newark,Density Study,LH82 x DK3IIH6,Maize,60-5,60,5,A,Jr,5/23/22,9/15/22,115,66.4137,60_5_09_15_2022_14_42_28.xlsx,NA,5427.84066
